tenure,MonthlyCharges,OnlineSecurity,TotalCharges,InternetService,TechSupport,Contract,Churn Probability
1,25.1,No,25.1,DSL,No,Month-to-month,0.7333556345366635
28,54.4,No,1516.6,DSL,Yes,One year,0.18804526380405007
39,58.6,No,2224.5,DSL,No,One year,0.24174205546230634
11,84.8,No,888.75,Fiber optic,No,Month-to-month,0.8170622868055963
71,61.4,No,4310.35,DSL,Yes,Two year,0.07718913364408055
2,20.4,No internet service,42.9,No,No internet service,Month-to-month,0.2724633985397716
30,79.65,No,2365.15,Fiber optic,No,Month-to-month,0.701409908309548
17,20.15,No internet service,353.65,No,No internet service,One year,0.056446495845846795
55,94.45,No,5073.1,Fiber optic,No,Month-to-month,0.6464102851836271
58,79.8,Yes,4526.85,Fiber optic,No,Month-to-month,0.42458584867980337
5,54.2,Yes,308.25,DSL,Yes,Month-to-month,0.4265083223645806
1,19.45,No internet service,19.45,No,No internet service,Month-to-month,0.5533362304367031
9,74.05,No,678.45,Fiber optic,No,Month-to-month,0.8223512718673546
26,49.15,No,1237.3,DSL,Yes,Month-to-month,0.3358934242220646
50,19.4,No internet service,1023.95,No,No internet service,Two year,0.016568268599661106
72,113.65,Yes,8182.75,Fiber optic,Yes,Two year,0.07388914635739022
43,106.0,Yes,4532.3,Fiber optic,Yes,One year,0.29497007514531537
56,25.95,No internet service,1444.05,No,No internet service,Two year,0.020380495598164582
1,19.1,No internet service,19.1,No,No internet service,Month-to-month,0.4964610008349616
72,103.4,No,7372.65,Fiber optic,No,Two year,0.31696683327088593
72,100.55,Yes,7325.1,Fiber optic,Yes,Two year,0.09651506146511604
36,95.4,No,3474.2,Fiber optic,No,Month-to-month,0.6890795670452425
5,75.15,No,392.65,DSL,Yes,Month-to-month,0.4908207181044018
13,84.45,No,1058.6,Fiber optic,No,Month-to-month,0.81659337412009
44,89.15,No,3990.75,Fiber optic,No,One year,0.3868996672111091
70,107.9,No,7475.85,Fiber optic,Yes,One year,0.36464191193345946
44,19.5,No internet service,835.5,No,No internet service,One year,0.04173475184654821
32,85.95,No,2628.6,Fiber optic,No,Month-to-month,0.7045743017549988
69,24.95,No internet service,1718.35,No,No internet service,Two year,0.012240691391073767
16,59.4,No,1023.9,DSL,Yes,Month-to-month,0.4339159161239596
68,19.5,No internet service,1193.55,No,No internet service,One year,0.040763737395415875
16,69.95,No,1205.5,Fiber optic,No,Month-to-month,0.7799024959808308
68,82.85,Yes,5776.45,DSL,Yes,Two year,0.03743728717542694
4,19.0,No internet service,78.9,No,No internet service,Month-to-month,0.268404224942665
26,38.85,Yes,1025.15,DSL,Yes,Month-to-month,0.2660009434205626
29,30.6,No,856.35,DSL,No,Month-to-month,0.48874229430306626
5,20.35,No internet service,122.0,No,No internet service,Month-to-month,0.24263600541288066
70,95.0,No,6602.9,Fiber optic,No,One year,0.38489341315461256
24,74.4,Yes,1712.9,DSL,Yes,One year,0.14318087296727353
72,78.45,Yes,5682.25,DSL,Yes,Two year,0.03297662455093754
1,74.3,No,74.3,Fiber optic,Yes,Month-to-month,0.6636929762587065
70,51.05,No,3635.15,DSL,Yes,One year,0.16260516500251304
36,19.2,No internet service,702.9,No,No internet service,Month-to-month,0.16771708590331422
38,99.55,No,3734.25,Fiber optic,Yes,Month-to-month,0.5386581735535257
17,70.0,No,1144.5,Fiber optic,No,Month-to-month,0.7616553991979671
41,109.1,No,4454.25,Fiber optic,Yes,One year,0.3577818501550969
1,45.3,No,45.3,DSL,No,Month-to-month,0.7333292676551519
2,29.85,No,75.6,DSL,Yes,Month-to-month,0.565324428423321
14,76.45,No,1117.55,Fiber optic,No,Month-to-month,0.8135648767662627
2,95.1,No,180.25,Fiber optic,Yes,Month-to-month,0.7005304199548604
1,19.8,No internet service,19.8,No,No internet service,Month-to-month,0.5553294203921821
13,72.8,No,930.05,DSL,Yes,Month-to-month,0.4443597808037607
6,18.95,No internet service,110.15,No,No internet service,Month-to-month,0.2579740587779331
4,76.65,No,333.6,Fiber optic,No,Month-to-month,0.8363142297274275
5,99.15,No,465.05,Fiber optic,Yes,Month-to-month,0.7056277842742795
15,101.75,Yes,1669.4,Fiber optic,No,Month-to-month,0.622023858710779
47,75.45,Yes,3545.1,Fiber optic,No,Month-to-month,0.4459453375874824
8,64.1,No,504.05,DSL,Yes,Month-to-month,0.4429910151705205
17,25.65,No,440.2,DSL,No,Month-to-month,0.5493589848978847
15,75.1,Yes,1151.55,Fiber optic,No,Month-to-month,0.5910067616789344
26,95.85,Yes,2475.35,Fiber optic,Yes,One year,0.2675187162218906
23,54.4,Yes,1249.25,DSL,No,Month-to-month,0.3555311853608222
4,72.75,No,317.75,Fiber optic,No,Month-to-month,0.835058294536586
29,19.85,No internet service,535.05,No,No internet service,One year,0.04218148386371683
25,19.05,No internet service,461.3,No,No internet service,Month-to-month,0.16325827616715072
9,44.95,No,431.0,DSL,No,Month-to-month,0.5963970295195287
18,49.55,No,878.35,DSL,No,Month-to-month,0.5058439017331688
3,94.85,No,335.75,Fiber optic,No,Month-to-month,0.8375205940054767
69,46.25,Yes,3121.4,DSL,Yes,Two year,0.0444385088879178
14,19.35,No internet service,324.8,No,No internet service,One year,0.06022643228523164
19,69.6,No,1394.55,DSL,No,Month-to-month,0.49098303838510104
39,90.7,No,3413.25,Fiber optic,No,Month-to-month,0.6887313196746613
31,101.4,No,3143.65,Fiber optic,No,Month-to-month,0.6918498753520008
24,20.25,No internet service,439.75,No,No internet service,One year,0.041227466403227386
14,48.8,No,664.4,DSL,Yes,Month-to-month,0.4465668656579953
64,74.35,Yes,4759.55,DSL,Yes,Two year,0.041172139553584536
50,19.35,No internet service,1033.0,No,No internet service,One year,0.042689202810891114
52,68.75,No,3482.85,DSL,Yes,One year,0.16980788609989192
28,100.2,No,2688.45,Fiber optic,No,One year,0.41832461277873695
21,20.85,No internet service,435.25,No,No internet service,Two year,0.01879891661226213
25,95.9,No,2448.75,Fiber optic,No,Month-to-month,0.7162501935724185
17,19.35,No internet service,307.0,No,No internet service,One year,0.05870654107688576
58,45.0,No,2689.35,DSL,No,One year,0.23464619208969778
17,81.5,No,1329.2,Fiber optic,No,Month-to-month,0.7674951641290829
51,25.5,No internet service,1281.25,No,No internet service,Two year,0.018055436123382104
72,48.9,Yes,3527.0,DSL,Yes,Two year,0.03635149425498272
52,84.1,Yes,4348.65,Fiber optic,No,Month-to-month,0.4475967391160615
27,19.6,No internet service,561.15,No,No internet service,Two year,0.018329155300862755
3,20.0,No internet service,63.6,No,No internet service,Month-to-month,0.29125351478985545
64,81.3,Yes,5129.3,DSL,Yes,Two year,0.04071126575417039
45,95.2,No,4285.8,Fiber optic,Yes,Two year,0.23660763905783516
3,36.45,No,93.7,DSL,No,Month-to-month,0.7288403807407418
71,83.3,No,5894.5,DSL,Yes,Two year,0.08503931928541654
1,25.05,No,25.05,DSL,No,Month-to-month,0.7333556345366635
58,20.3,No internet service,1160.75,No,No internet service,Two year,0.01615791876864031
34,89.85,No,3091.75,Fiber optic,No,Month-to-month,0.690285151055305
8,49.85,Yes,365.55,DSL,No,Month-to-month,0.4436050992707696
15,19.8,No internet service,272.95,No,No internet service,Month-to-month,0.23115718785603998
66,54.65,No,3632.0,DSL,Yes,Two year,0.08500508131465874
12,29.35,No,381.2,DSL,No,Month-to-month,0.5848001159822348
58,19.15,No internet service,1035.5,No,No internet service,Two year,0.021942382725222028
3,19.1,No internet service,52.0,No,No internet service,Two year,0.0778225147711907
43,55.55,No,2342.2,DSL,No,Month-to-month,0.4709211935688029
9,80.55,No,653.9,Fiber optic,No,Month-to-month,0.8247230840719957
3,20.25,No internet service,71.2,No,No internet service,One year,0.10525114272242846
22,69.5,No,1498.2,DSL,No,One year,0.274128359266543
40,106.0,No,4178.65,Fiber optic,No,One year,0.4142069987826536
68,25.5,No internet service,1821.8,No,No internet service,Two year,0.012093033953432223
54,104.3,No,5278.15,Fiber optic,No,Month-to-month,0.6556657167838155
50,79.6,No,4024.2,DSL,Yes,Two year,0.09173077609431458
1,55.25,No,55.25,DSL,No,Month-to-month,0.7276419700248562
72,88.05,Yes,6520.8,DSL,Yes,Two year,0.03331730688524825
40,20.4,No internet service,854.9,No,No internet service,One year,0.04267244350265011
72,117.6,Yes,8308.9,Fiber optic,Yes,Two year,0.07269515313741319
6,20.0,No internet service,109.2,No,No internet service,Month-to-month,0.25366482109352345
5,19.65,No internet service,92.05,No,No internet service,Month-to-month,0.2696314299963719
48,70.55,No,3420.5,DSL,No,One year,0.23935082697439636
1,93.85,No,93.85,Fiber optic,No,Month-to-month,0.8554083791648668
64,65.8,Yes,4068.0,DSL,Yes,One year,0.1171598319672007
17,20.05,No internet service,337.9,No,No internet service,One year,0.05594647189260352
40,80.0,No,3168.75,Fiber optic,No,Month-to-month,0.6827257629476117
41,35.4,Yes,1412.4,DSL,No,One year,0.1757440907638328
51,79.6,No,3974.7,Fiber optic,No,One year,0.3635245291267734
41,80.25,No,3439.0,Fiber optic,No,Month-to-month,0.6822924052478067
1,50.45,No,50.45,DSL,No,Month-to-month,0.7300074100975668
2,20.45,No internet service,42.45,No,No internet service,Month-to-month,0.2726451865091966
68,79.6,No,5461.45,Fiber optic,No,One year,0.3631179338065253
24,24.7,No internet service,571.75,No,No internet service,Two year,0.030733554411949703
70,77.3,Yes,5498.2,DSL,Yes,Two year,0.03791388326210341
3,29.75,No,96.85,DSL,Yes,Month-to-month,0.5584331848198795
2,44.9,No,111.05,DSL,No,Month-to-month,0.7217696539363754
3,29.8,No,94.4,DSL,No,Month-to-month,0.7288403807407418
7,74.65,No,521.1,DSL,Yes,Month-to-month,0.4680396627511074
13,71.95,Yes,923.85,DSL,No,Month-to-month,0.41783198778240194
7,20.75,No internet service,141.1,No,No internet service,Month-to-month,0.22515836172522904
12,56.3,No,628.65,DSL,No,Month-to-month,0.5675199578331779
53,105.25,No,5576.3,Fiber optic,No,One year,0.4216446815074369
12,94.2,No,1046.1,Fiber optic,No,Month-to-month,0.8185442910987397
63,19.55,No internet service,1245.6,No,No internet service,Two year,0.015379703441956737
15,84.45,Yes,1287.85,DSL,Yes,Month-to-month,0.35523273245462766
36,53.65,Yes,1939.35,DSL,No,One year,0.17427088608487967
4,29.9,No,118.25,DSL,No,Month-to-month,0.7169781980938986
24,19.7,No internet service,452.55,No,No internet service,Two year,0.01807936083598275
61,43.7,Yes,2696.55,DSL,Yes,One year,0.12362011206412334
16,55.3,No,875.35,DSL,No,Month-to-month,0.566507108290119
65,19.85,No internet service,1267.05,No,No internet service,Two year,0.01445773464996947
26,19.65,No internet service,494.9,No,No internet service,Two year,0.01994825315097326
16,49.45,No,799.0,DSL,Yes,Month-to-month,0.43691533519560805
54,106.55,Yes,5763.3,Fiber optic,No,One year,0.34141199348974915
1,20.1,No internet service,20.1,No,No internet service,Month-to-month,0.5790764495985117
5,20.45,No internet service,106.9,No,No internet service,Two year,0.05398445535842774
19,39.7,No,710.05,DSL,No,Month-to-month,0.5016824339793183
10,54.5,Yes,568.2,DSL,No,Month-to-month,0.43473798939558134
23,83.8,No,1900.25,Fiber optic,Yes,Month-to-month,0.5430919783986138
3,55.15,No,159.15,DSL,No,Month-to-month,0.7140732117193527
72,111.6,No,8012.75,Fiber optic,Yes,Two year,0.16228368357610695
10,86.65,No,856.65,Fiber optic,No,Month-to-month,0.8236542166436878
10,55.55,No,551.3,DSL,No,Month-to-month,0.5847418946575076
11,20.55,No internet service,184.95,No,No internet service,One year,0.07732703999776082
37,106.75,Yes,4056.75,Fiber optic,No,Month-to-month,0.46915675416286234
17,62.1,Yes,1096.65,DSL,Yes,One year,0.15972048196495742
36,104.5,Yes,3684.95,Fiber optic,No,Month-to-month,0.47290391640340845
17,101.8,No,1752.45,Fiber optic,No,Month-to-month,0.7561071678705592
66,110.6,Yes,7210.85,Fiber optic,Yes,One year,0.29532423288149634
61,84.9,Yes,5264.5,DSL,Yes,One year,0.1386971220512355
22,93.2,No,2157.3,Fiber optic,No,Month-to-month,0.7182644077220146
1,24.4,No,24.4,DSL,No,Month-to-month,0.7325853745978256
6,70.55,No,433.95,Fiber optic,No,Month-to-month,0.8211457219860439
31,78.45,No,2435.15,Fiber optic,Yes,Month-to-month,0.5259131805663533
68,85.0,Yes,5607.75,DSL,Yes,Two year,0.03743728717542694
34,87.45,No,2874.15,Fiber optic,No,Month-to-month,0.6979071563525578
52,85.8,No,4433.3,Fiber optic,Yes,Month-to-month,0.4972439374070055
10,91.1,No,964.35,Fiber optic,Yes,Month-to-month,0.6699497661825438
29,70.75,No,1974.8,Fiber optic,No,Month-to-month,0.6862748563626383
72,20.1,No internet service,1460.85,No,No internet service,Two year,0.012997405436548731
47,20.05,No internet service,951.55,No,No internet service,One year,0.042410463531408024
24,74.8,Yes,1821.2,DSL,No,One year,0.18470988485255319
65,24.8,No internet service,1600.95,No,No internet service,One year,0.04247857432971333
4,100.85,No,399.25,Fiber optic,Yes,Month-to-month,0.705571323494645
12,101.35,No,1218.55,Fiber optic,No,Month-to-month,0.8112164872226408
1,81.7,Yes,81.7,Fiber optic,No,Month-to-month,0.6580814932051118
33,68.25,No,2171.15,Fiber optic,No,Month-to-month,0.6634897664279387
34,105.1,No,3634.8,Fiber optic,Yes,Month-to-month,0.5392412061898896
14,20.4,No internet service,292.4,No,No internet service,Two year,0.03094415282810039
4,79.15,No,317.25,Fiber optic,No,Month-to-month,0.8363142297274275
13,20.0,No internet service,218.55,No,No internet service,One year,0.07181610324756296
65,79.4,No,5071.9,DSL,Yes,Two year,0.08492039381512671
23,57.2,Yes,1423.35,DSL,Yes,One year,0.13975883579274512
55,58.6,Yes,3068.6,DSL,No,Two year,0.10002423832742073
49,94.8,No,4690.65,Fiber optic,No,Two year,0.3606865866325002
60,102.5,No,6157.6,Fiber optic,No,One year,0.4238808062038713
69,20.35,No internet service,1442.65,No,No internet service,One year,0.042924040324927124
40,84.9,No,3369.05,Fiber optic,No,Month-to-month,0.6885049572201226
67,69.2,Yes,4671.65,DSL,Yes,Two year,0.03901376433813343
35,95.45,No,3474.05,Fiber optic,No,Month-to-month,0.6893212767588683
19,100.95,No,1875.55,Fiber optic,Yes,One year,0.3931662272074948
13,20.85,No internet service,272.35,No,No internet service,Two year,0.03073020510216132
41,88.5,No,3645.05,Fiber optic,No,Month-to-month,0.6861855947873727
4,35.0,Yes,135.75,DSL,No,Month-to-month,0.537501091135815
24,55.15,Yes,1319.85,DSL,Yes,Month-to-month,0.2538203390236545
5,50.95,No,229.4,DSL,No,Month-to-month,0.6798042734326408
5,64.0,No,370.25,DSL,No,Month-to-month,0.6089976456286469
1,69.1,No,69.1,Fiber optic,No,Month-to-month,0.8355512682547209
72,80.2,Yes,5714.2,DSL,Yes,Two year,0.03274752316661193
24,49.3,No,1233.25,DSL,No,Month-to-month,0.4862100305675394
42,84.35,Yes,3571.6,DSL,Yes,Two year,0.05715885024610088
4,20.05,No internet service,83.3,No,No internet service,Month-to-month,0.26428340181443116
68,117.2,Yes,8035.95,Fiber optic,Yes,One year,0.33641428099157616
33,20.1,No internet service,579.4,No,No internet service,One year,0.041127965039558824
1,69.6,No,69.6,Fiber optic,No,Month-to-month,0.8456272129645306
31,103.45,No,3066.45,Fiber optic,No,One year,0.42606499942250164
4,77.95,No,305.55,Fiber optic,No,Month-to-month,0.8363142297274275
69,109.95,No,7634.25,Fiber optic,Yes,Two year,0.25977147325873595
38,94.75,No,3653.0,Fiber optic,No,Month-to-month,0.686625475682234
3,80.0,No,241.3,Fiber optic,Yes,Month-to-month,0.6793777098825413
48,79.65,No,3870.3,DSL,Yes,Two year,0.0943425297800426
15,25.2,No internet service,387.9,No,No internet service,Two year,0.038916029833425896
25,19.9,No internet service,527.5,No,No internet service,One year,0.04150646074498574
1,78.45,No,78.45,Fiber optic,No,Month-to-month,0.8545590281869843
48,44.8,Yes,2104.55,DSL,No,Month-to-month,0.33302395766221043
1,20.3,No internet service,20.3,No,No internet service,Month-to-month,0.5114594734075588
1,19.2,No internet service,19.2,No,No internet service,Month-to-month,0.4953514206522376
37,80.05,No,3019.1,Fiber optic,No,One year,0.38708485427095973
66,107.35,No,7051.95,Fiber optic,Yes,One year,0.35938335698123924
26,47.85,Yes,1190.5,DSL,No,One year,0.18295136514870494
63,70.8,Yes,4448.8,DSL,Yes,One year,0.11867708655270455
10,29.5,No,255.25,DSL,No,Month-to-month,0.6479712681868341
2,70.75,Yes,146.9,DSL,No,Month-to-month,0.5185593862174955
18,59.1,Yes,1011.05,DSL,No,Month-to-month,0.37911121897637234
64,25.55,No internet service,1714.95,No,No internet service,Two year,0.012327041578601877
9,84.45,No,762.5,Fiber optic,No,Month-to-month,0.8233666997850925
28,20.25,No internet service,535.35,No,No internet service,Month-to-month,0.14803038673633484
1,75.55,No,75.55,Fiber optic,No,Month-to-month,0.8535067519142596
4,85.65,No,338.9,Fiber optic,No,Month-to-month,0.8369099114910367
38,70.15,No,2497.35,DSL,Yes,One year,0.192202818488744
66,95.3,No,6273.4,Fiber optic,No,One year,0.401223747461264
1,70.25,No,70.25,Fiber optic,No,Month-to-month,0.8463550605778024
18,50.3,No,908.75,DSL,Yes,Month-to-month,0.3657456974394626
51,97.8,No,4913.3,Fiber optic,No,Month-to-month,0.6647841458117218
1,46.3,No,46.3,DSL,No,Month-to-month,0.7333292676551519
12,19.35,No internet service,212.3,No,No internet service,Two year,0.0446350048353912
41,106.3,No,4443.45,Fiber optic,No,Month-to-month,0.682026136611584
12,25.0,No internet service,316.2,No,No internet service,Month-to-month,0.19536166586984216
55,20.3,No internet service,1079.05,No,No internet service,Two year,0.017159914135233524
7,75.35,No,564.65,Fiber optic,No,Month-to-month,0.8266893924746803
12,89.4,No,1095.65,Fiber optic,Yes,Month-to-month,0.6721547597106329
68,88.0,Yes,6161.9,DSL,Yes,Two year,0.03885065502069755
5,83.15,No,446.05,Fiber optic,No,Month-to-month,0.8320623523340109
49,43.8,No,2106.05,DSL,No,Month-to-month,0.46839870173651943
40,62.05,Yes,2511.55,DSL,No,One year,0.17149115223945077
16,20.1,No internet service,318.6,No,No internet service,One year,0.05985144210886658
10,74.15,No,811.8,Fiber optic,No,Month-to-month,0.8210113066699269
72,101.35,No,7323.15,Fiber optic,No,One year,0.3628009403386862
2,84.05,No,186.05,Fiber optic,No,Month-to-month,0.8376678925488625
23,20.9,No internet service,454.0,No,No internet service,Two year,0.01813855049454692
71,105.9,No,7521.95,Fiber optic,No,One year,0.3710585185761675
11,99.5,No,1056.95,Fiber optic,No,Month-to-month,0.820291151008947
1,44.15,No,44.15,DSL,No,Month-to-month,0.7333292676551519
16,53.9,No,834.15,DSL,Yes,Month-to-month,0.4363666774774872
1,85.45,No,85.45,Fiber optic,No,Month-to-month,0.8547976966504266
12,85.05,No,999.8,Fiber optic,No,Month-to-month,0.81659337412009
54,44.1,Yes,2369.7,DSL,Yes,One year,0.13075275218976895
68,90.2,No,6297.65,Fiber optic,Yes,Two year,0.20013827152175498
4,50.85,No,239.55,DSL,No,Month-to-month,0.6923248011580375
1,59.2,No,59.2,DSL,No,Month-to-month,0.7158781853857702
27,53.45,Yes,1461.45,DSL,Yes,Month-to-month,0.25256743409347054
21,19.95,No internet service,416.4,No,No internet service,Month-to-month,0.15858585785833845
13,83.2,No,1060.6,Fiber optic,No,Month-to-month,0.8163547056566477
64,74.65,No,4869.35,DSL,Yes,Month-to-month,0.31684803003490747
1,54.9,Yes,54.9,DSL,No,Month-to-month,0.5750464775159515
57,57.5,No,3265.95,DSL,Yes,Two year,0.08686127571843108
21,103.9,Yes,2254.2,Fiber optic,No,Month-to-month,0.5607004019072058
19,19.65,No internet service,358.15,No,No internet service,Two year,0.023944665663844143
31,93.8,No,2939.8,Fiber optic,No,One year,0.4003637618699312
52,89.25,Yes,4652.4,DSL,Yes,Two year,0.0486793410721899
46,94.15,No,4408.45,Fiber optic,No,One year,0.3844768632348478
11,55.6,Yes,580.8,DSL,No,Month-to-month,0.4294143450493298
53,48.7,Yes,2495.2,DSL,No,Month-to-month,0.3221993053813827
11,19.25,No internet service,180.3,No,No internet service,Month-to-month,0.25835534488858497
57,104.9,No,5913.95,Fiber optic,Yes,Month-to-month,0.4936543544813338
2,75.45,No,158.4,Fiber optic,No,Month-to-month,0.8370254511865066
2,54.85,Yes,104.2,DSL,No,Month-to-month,0.5743400962570416
71,19.9,No internet service,1389.35,No,No internet service,Two year,0.013393067055860698
1,19.4,No internet service,19.4,No,No internet service,Month-to-month,0.5543791597296326
68,25.05,No internet service,1629.2,No,No internet service,Two year,0.012240691391073767
72,84.45,Yes,6033.1,DSL,Yes,Two year,0.03201389884027298
2,19.3,No internet service,44.4,No,No internet service,Month-to-month,0.2995187837761722
1,95.1,No,95.1,Fiber optic,No,Month-to-month,0.8554083791648668
41,79.85,Yes,3320.75,DSL,Yes,One year,0.14049748567142836
72,25.55,No internet service,1867.7,No,No internet service,Two year,0.01177476384193077
6,75.5,No,438.0,Fiber optic,No,Month-to-month,0.829123003674004
4,73.75,No,325.45,Fiber optic,No,Month-to-month,0.8354780416831359
12,96.05,No,1148.1,Fiber optic,No,Month-to-month,0.8187860008123655
58,68.4,Yes,3972.25,DSL,Yes,One year,0.12035252378303488
7,20.65,No internet service,155.9,No,No internet service,Month-to-month,0.22561772498968197
65,55.15,Yes,3673.15,DSL,No,Month-to-month,0.30535639012673654
1,70.6,No,70.6,Fiber optic,No,Month-to-month,0.8494928803748798
56,19.95,No internet service,1126.75,No,No internet service,One year,0.044314161699201035
4,19.0,No internet service,73.45,No,No internet service,Month-to-month,0.26854726186664823
58,44.1,No,2413.05,DSL,No,One year,0.23473100096202482
62,107.6,No,6912.7,Fiber optic,Yes,Two year,0.24303904611241625
26,61.55,Yes,1581.95,DSL,No,One year,0.1774160350742435
62,90.7,Yes,5586.45,Fiber optic,No,Month-to-month,0.40725433561220536
58,99.25,Yes,5846.65,Fiber optic,No,One year,0.3217433716053491
68,91.7,Yes,6424.7,DSL,Yes,Two year,0.04095705249044152
61,100.7,Yes,6018.65,Fiber optic,No,One year,0.3243880269032681
42,78.45,No,3373.4,DSL,Yes,Two year,0.102061469858328
18,84.3,No,1537.9,Fiber optic,No,Month-to-month,0.7289093692283973
56,19.55,No internet service,1080.55,No,No internet service,Two year,0.021040890570308626
4,88.95,No,355.2,Fiber optic,No,Month-to-month,0.8340547120595816
4,20.45,No internet service,82.85,No,No internet service,Month-to-month,0.2452968748163382
35,55.6,Yes,2016.45,DSL,No,One year,0.1745760589311127
64,86.8,Yes,5327.25,Fiber optic,Yes,Month-to-month,0.3013330198534256
31,20.95,No internet service,683.25,No,No internet service,One year,0.042520196862749673
67,20.05,No internet service,1263.05,No,No internet service,Two year,0.013827496785204346
4,50.7,No,151.3,DSL,No,Month-to-month,0.7118551623847932
70,113.65,Yes,7714.65,Fiber optic,Yes,Two year,0.1725203670312616
3,53.4,No,188.7,DSL,No,Month-to-month,0.7153298999272605
53,101.9,No,5549.4,Fiber optic,No,Month-to-month,0.6618012727359921
2,59.5,Yes,130.5,DSL,Yes,Two year,0.1285831707833918
29,87.8,No,2621.75,Fiber optic,No,Month-to-month,0.7045743017549988
47,41.9,Yes,1875.25,DSL,Yes,Two year,0.05707669461180192
68,83.0,No,5685.8,Fiber optic,No,One year,0.3851774704760042
12,69.85,Yes,837.5,DSL,No,Month-to-month,0.4115104899579472
8,56.3,No,401.5,DSL,Yes,Month-to-month,0.4529432024573079
54,109.55,Yes,6118.95,Fiber optic,No,Month-to-month,0.4206351520752181
69,92.15,No,6480.9,Fiber optic,Yes,Two year,0.20473414076918348
26,69.5,Yes,1800.05,DSL,No,Month-to-month,0.33013050330965094
72,97.0,Yes,7104.2,Fiber optic,Yes,Two year,0.09255845247161375
70,58.35,Yes,4214.25,DSL,Yes,Two year,0.0382731476875688
1,50.6,Yes,50.6,DSL,No,Month-to-month,0.5669583089438128
10,89.5,No,863.1,Fiber optic,No,Month-to-month,0.8234649691133146
28,70.4,No,1992.2,Fiber optic,No,One year,0.3890472921422304
1,69.8,No,69.8,Fiber optic,No,Month-to-month,0.8456272129645306
21,94.3,No,1948.35,Fiber optic,No,Month-to-month,0.7194267383883393
51,93.8,Yes,4750.95,Fiber optic,No,Month-to-month,0.44978777026190403
53,19.55,No internet service,1007.9,No,No internet service,One year,0.04365681422751369
53,95.95,Yes,5036.9,Fiber optic,No,One year,0.30435172004721994
24,101.05,No,2391.8,Fiber optic,No,Month-to-month,0.7175841429953548
70,94.8,Yes,6859.05,DSL,Yes,Two year,0.12872859731614647
61,107.75,Yes,6521.9,Fiber optic,No,One year,0.34099466714294385
11,54.6,Yes,617.85,DSL,Yes,One year,0.1713690552201039
2,71.3,No,157.75,Fiber optic,No,Month-to-month,0.8363590083019259
25,19.5,No internet service,516.3,No,No internet service,One year,0.04099620571450471
41,56.3,No,2364.0,DSL,No,One year,0.24400878548359742
18,94.7,No,1687.95,Fiber optic,No,Month-to-month,0.7224657679663089
72,104.15,No,7689.95,Fiber optic,No,Two year,0.3243279539741628
71,90.55,Yes,6239.05,DSL,Yes,Two year,0.03201429228677453
34,60.8,Yes,2042.05,DSL,No,One year,0.17212513385008982
29,98.8,No,2807.1,Fiber optic,Yes,Month-to-month,0.5422628614184006
40,98.15,Yes,4116.8,Fiber optic,Yes,One year,0.26601707280405973
36,35.35,Yes,1317.95,DSL,No,One year,0.1749999324276318
46,103.15,No,4594.65,Fiber optic,Yes,One year,0.3494995718012421
58,107.75,Yes,6332.75,Fiber optic,No,One year,0.3444186577890207
39,81.4,No,3213.75,Fiber optic,No,One year,0.38186597844574993
4,61.45,No,229.55,DSL,Yes,Month-to-month,0.5215737089403842
52,95.7,No,4976.15,Fiber optic,No,One year,0.39070621697381
70,104.8,No,7308.95,Fiber optic,No,One year,0.396895823121586
65,70.95,No,4555.2,Fiber optic,No,One year,0.3589089160255871
1,44.95,No,44.95,DSL,No,Month-to-month,0.7333292676551519
70,97.65,No,6982.5,Fiber optic,No,One year,0.3865549689846488
29,35.65,No,1025.15,DSL,No,Month-to-month,0.48842531659984406
1,90.55,No,90.55,Fiber optic,No,Month-to-month,0.8554257577886689
67,85.25,Yes,5714.2,DSL,Yes,Two year,0.03887379811636439
1,19.5,No internet service,19.5,No,No internet service,Month-to-month,0.5448018843874558
26,88.8,No,2274.35,Fiber optic,No,Month-to-month,0.7068206367612526
30,25.1,No internet service,789.55,No,No internet service,Two year,0.027856169288644914
48,100.05,No,4834.0,Fiber optic,Yes,Month-to-month,0.5184004663123419
55,55.7,Yes,3131.8,DSL,No,Month-to-month,0.3171492530306748
7,85.2,No,602.55,Fiber optic,No,Month-to-month,0.8278745665445503
37,91.15,Yes,3369.25,Fiber optic,No,Month-to-month,0.46359238617452764
31,83.85,No,2674.15,Fiber optic,No,Month-to-month,0.704405454499002
4,45.9,No,199.75,DSL,No,Month-to-month,0.7162325396434056
72,25.1,No internet service,1790.8,No,No internet service,Two year,0.012020943447059996
5,91.4,No,449.75,Fiber optic,No,Month-to-month,0.8328787061092003
1,19.7,No internet service,19.7,No,No internet service,Month-to-month,0.5446309586756529
15,91.5,No,1400.3,Fiber optic,No,Month-to-month,0.7971088046475074
8,51.3,Yes,411.6,DSL,No,Month-to-month,0.4373870184961534
35,21.1,No internet service,741.0,No,No internet service,One year,0.0426607339900126
56,104.75,No,5841.35,Fiber optic,No,Month-to-month,0.6436969336932202
42,106.15,No,4512.7,Fiber optic,Yes,Month-to-month,0.5362848262904528
65,85.75,Yes,5688.45,Fiber optic,No,Month-to-month,0.4068551064831255
2,20.3,No internet service,31.9,No,No internet service,One year,0.22924022648257786
65,100.75,Yes,6674.65,Fiber optic,No,One year,0.3190662347346986
18,74.15,No,1345.75,Fiber optic,No,Month-to-month,0.7164416622175204
